S.NO.,SERVICE CODE,DESCRIPTION OF ITEM,UNIT,Rate,DSR CODE,,,,
239,4000677,"Making the opening in brick masonry including dismantling in floor or wall by cutting masonry making good the damages to walls, flooring and jambs complete to match the existing surface including disposal of malba/rubbish to the nearest municipal dumping ground. For door/window/celerstory window (14.4.1-AR238)",Sqm,1.00,14.4.1,,,,
240,4000678,"Renewing glass panes, with putty and nails wherever necessary including racking out the old putty: Float glass panes of thickness 4 mm (14.5.1-AR239)",Sqm,1.00,14.5.1,,,,
241,4000679,"Renewing glass panes, with putty and nails wherever necessary including racking out the old putty: Float glass panes of thickness 5.50 mm (14.5.2-AR240)",Sqm,1.00,14.5.2,,,,
242,4000684,Renewal of old putty of glass panes (length). (14.9-AR241),Mtr,1.00,14.9,,,,
243,4000685,Refixing old glass panes with putty and nails. (14.10-AR242),Sqm,1.00,14.10,,,,
244,3013739,Providing and fixing 16 mm dia M.S. fan clamps of standard shape and size in existing RCC slab including cutting chase and making good and painting exposed portion of the clamps complete. (14.12-AR243),Ea,1.00,14.12,,,,
245,4000686,"Regrading terracing of mud phaska covered with tiles or brick, in cement by dismantling tiles or bricks, removing mud plaster preparing the surface of mud phaska to proper slope relaying plaster gobri leaping and tiles or bricks, grouted in cement mortar 1:3 (1cement: 3 fine sand) including replacing unserviceable tiles or bricks with new ones anddisposal of unserviceable material to the dumping ground (the cost of the new tiles or brick excluded) within 50 metres lead. (14.13-AR244)",Sqm,1.00,14.13,,,,
246,4000687,Raking out joints in lime or cement mortar and preparing the surface for  repointing  or  replastering including diaposal of rubbish to the dumping ground within 50 metres lead (14.17-AR245),Sqm,1.00,14.17,,,,
247,4000688,Flush pointing with cement mortar 1:3 (1 cement : 3 fine sand)  mixed with 2% of integral water proofing compound by weight of cement for flat tile bricks on top of mud phaska: With F.P.S. brick tiles (14.18.1-AR246),Sqm,1.00,14.18.1,,,,
248,4000689,"Taking out wind ties from roof including cutting out rusted bolts, nuts  etc.  and  removing  materials  to  any distance  within compound and stacking.(14.19-AR247)",Kg,1.00,14.19,,,,
249,4000690,Fixing of old wind tie with new fittings including painting two or more coats with anticorrosive bitumastic paint of approved brand & manufacturer over and including priming coat of ready mixed zinc chromate yellow primer of approved brand. (14.20-AR248),Mtr,1.00,14.20,,,,
250,4000691,White washing with lime to give an even shade  old work (two or more coats) (13.87.1-AR249),Sqm,1.00,13.87.1,,,,
251,4000692,White washing with lime to give an even shade  old work (one or more coats) (13.87.2-AR250),Sqm,1.00,13.87.2,,,,
252,4000693,Removing white or colour wash by scrapping and sand papering and preparing the surface smooth including necessary repairs to scratches etc. complete. (13.88-AR251),Sqm,1.00,13.88,,,,
253,4000694,Distempering with dry distemper of approved brand and manufacturer (One or more coats) and of required shade on old work to given even shade. (13.90-AR252),Sqm,1.00,13.90,,,,
254,,Distempering with oil bound washable distemper of approved brand and manufacture to give an even shade : Old Work (one or more coats).(14.45.1-AR253),Sqm,1.00,14.45.1,,,,
256,4000696,"Removing dry or oil bound distemper water proofing cement paint and the like by scrapping, sand papering and preparing the surface smooth including necessary repairs to scratches etc. complete.(13.91-AR255)",Sqm,1.00,13.91,,,,
257,4000698,Wall painting with plastic emulsion paint of approved brand and manufacture to give an even shade: One or more coats on old work. (13.98.1-AR256),Sqm,1.00,13.98.1,,,,
258,4000697,Painting with synthetic enamel paint of approved brand and manufacture to give an even shade one or more coats on old work.(14.54.1-AR257),SQM,1.00,14.54.1,,,,
259,4000699,Painting with aluminium paint of approved brand and manufacture to give an even shade: one or more coats on old work.(14.55.1-AR258),Sqm,1.00,14.55.1,,,,
260,4000700,Polishing on wood work with ready made wax polish of approved brand and manufacture: Old work. (14.59-AR259),SQM ,1.00,14.59,,,,
261,4000701,Finishing walls with water proofing cement paint of required shade Old work (one or more coats applied @ 2.20 kg/10sqm)  over priming coat of  primer applied @ 0.80 ltrs/10 Sqm complete including cost of priming coat. (14.64.1-AR260),Sqm,1.00,14.64.1,,,,
262,4000702,Finishing walls with Acrylic Smooth exterior paint  of required shade: Old work (Two or more coats applied @ 1.67 ltr/ 10 sqm) on existing cement paint surface. (13.111.1-AR261),Sqm,1.00,13.111.1,,,,
263,4000703,Finishing walls with Acrylic Smooth exterior paint  of required shade: Old work (One or more coat applied @ 0.90 ltr/ 10 sqm).(13.111.2-AR262),Sqm,1.00,13.111.2,,,,
264,4000704,"Finishing walls with Premium Acrylic Smooth exterior paint with Silicone additives of required shade:  Old work (Two or more coats applied @ 1.43 ltr/ 10 sqm) over existing cement paint surface.""Snowcryl - XT"" of M/s Snowcem India Ltd., or equivalent as approved by engineer-in-charge.(13.112.1-AR263)",Sqm,1.00,13.112.1,,,,
265,4000705,"Finishing walls with Premium Acrylic Smooth exterior paint with Silicone additivesof required shade:  Old work (one or more coats applied @ 0.83 ltr/10 sqm). ""Snowcryl - XT"" of M/s Snowcem India Ltd., or equivalent as approved by engineer-in-charge. (13.111.2-AR264)",Sqm,1.00,13.111.2,,,,
266,4000578,Melamine  polishing  on  wood work (one or more coat).(13.114-AR265),Sqm,1.00,13.11,,,,
267,4000497,Demolishing cement concrete manually/ by mechanical means including disposal of material within 50 metres lead as per direction of engineer in charge. Nominal concrete: 1:3:6 or richer mix (i/c equivalent design mix) (15.2.1-AR266),Cum,1.00,15.2.1,,,,
268,4000498,Demolishing cement concrete manually/ by mechanical means including disposal of material within 50 metres lead as per direction of engineer in charge. Nominal concrete : 1:4:8 or leaner mix (i/c equivalent design mix) (15.2.2-AR267),Cum,1.00,15.2.2,,,,
269,4000499,Demolishing R.C.C. work manually /by mechanical means including stacking of steel bars and disposal of unserviceable material within 50 metres lead as per direction of Engineer-In-charge.(15.3-AR268),Cum,1.00,15.3,,,,
270,4000502,Extra for cutting reinforcement bars manually/ by mechanical means in R.C.C. or R.B. work (Payment shall be made on the cross sectional area of R.C.C. or R.B. work) as per direction of Engineer-In-charge. (15.5-AR269),Sqm,1.00,15.5,,,,
271,4000503,"Extra for scrapping, cleaning and straightening reinforcement from R.C.C. or R.B. work (15.6-AR270)",Kg,1.00,15.6,,,,
272,4000504,Demolishing brick work manually /by mechanical means including stacking of serviceable material and disposal of unserviceable material within 50 metres lead as per direction of Engineer-In-charge.: In cement mortar (15.7.4-AR271),Cum,1.00,15.7.4,,,,
273,4000505,Removing mortar from bricks and cleaning bricks including stacking within a lead of 50 m. (stacks of cleaned bricks shall be measured): From brick work in cement mortar (15.8.3-AR272),EA,1.00,15.8.3,,,,
274,3013740,"Taking out doors, windows and clerestory window shutters(steel or wood) including stacking within 50 metres lead Of area 3 sq.metres and below 15.13.1-AR273)",EA,1.00,15.13.1,,,,
275,4000506,"Dismantling doors, windows and clerestory windows (steel or wood) shutter including chowkhats, architrave, holdfasts etc. complete  and stacking within 50 metres lead: Of area 3 sq. metres and below (15.12.1-274)",Ea,1.00,15.12.1,,,,
276,4000507,"Dismantling doors, windows and clerestory windows (steel or wood) shutter including chowkhats, architrave, holdfasts etc. complete  and stacking within 50 metres lead: Of area beyond 3 sq. metres (15.12.2-AR275)",Ea,1.00,15.12.2,,,,
277,4000508,Dismantling steel work in single sections including dismembering and stacking within 50 metres lead in: R.S. Joists (15.17.1-AR276),Kg,1.00,15.17.1,,,,
278,4000509,"Dismantling steel work in single sections including dismembering and stacking within 50 metres lead in: Channels, angles, tees and flats (15.17.2-AR277)",Kg,1.00,15.17.2,,,,
279,4000510,"Dismantling steel work in built up sections in angles, tees, flats and channels including all gusset plates, bolts, nuts, cutting rivets, welding etc. including dismembering and stacking within 50 m lead.(15.18-AR278)",Kg,1.00,15.18,,,,
280,3014201,Dismantling tile work in floors and roofs laid in cement mortar including stacking material within 50 metres lead:For thickness of tiles 10 mm to 25 mm (15.23.1-AR279),Sqm,1.00,15.23.1,,,,
281,4000074,Dismantling stone slab flooring laid in cement mortar including stacking of serviceable material and disposal of unserviceable material within 50 metres lead. (15.25-AR280),Sqm,1.00,15.25,,,,
282,3013527,Demolishing brick tile covering in terracing including stacking of serviceable material and disposal of unserviceable material within 50 meters lead. (15.26-AR281),Sqm,1.00,15.26,,,,
283,4000500,Demolishing mud phaska in terracing and disposal of material within 50 metres lead (15.27-AR282),Cum,1.00,15.27,,,,
284,4000511,"Dismantling roofing including ridges, hips valleys and gutters etc., and stacking the material within 50 metres lead of: G.S. Sheet (15.28.1-AR283)",Sqm,1.00,15.28.1,,,,
285,4000512,"Dismantling roofing including ridges, hips valleys and gutters etc., and stacking the material within 50 metres lead of:  Asbestos sheet (15.28.2-AR284).",Sqm,1.00,15.28.2,,,,
286,4000514,"Dismantling cement asbestos or other hard board ceiling or partition walls, panelling including stacking of serviceable materials and disposal of unserviceable materials within 50 metres lead (15.41-AR285)",Sqm,1.00,15.41,,,,
287,3013741,"Dismantling G.I. pipes (external work) including excavation and refilling trenches after taking out the  pipes, including stacking of pipes within 50 metres lead: 15 mm to 40 mm nominal bore  (15.44.1-AR286)",Mtr,1.00,15.44.1,,,,
288,4000513,"Dismantling old plaster or skirting, raking out joints and cleaning the surface for plaster including disposal of rubbish to the  dumping ground within 50 metres lead. (15.56-AR287)",Sqm,1.00,15.56,,,,
293,4000616,"Disposal of building rubbish / malba / similar unserviceable, dismantled or waste materials by mechanical means, including loading, transporting, unloading to approved municipal dumping ground or as approved by Engineer-in-charge, beyond 50 m initial lead, for all leads including all lifts involved. (15.60-AR292)",Cum,1.00,15.60,,,,
294,3013742,Supplying and fixing turn buckles and straining bolts for barbed wire fencing. (16.16-AR293),Ea set,1.00,16.16,,,,
295,4000707,"Fencing with RCC post placed at required distance, embedded in cement concrete blocks, every 15th post, last but one end post and corner post shall be strutted on both sides and end post one side only, provided with horizontal lines and two diagonals of barbed wire weighing 9.38 kg per 100 metres (min) between the two posts fitted and fixed with GI staples on wooden plugs or GI binding wire tied to 6 mm bar nibs fixed while casting the post (cost of RCC posts, struts, earth work and concrete to be paid for separately): Payment to be made per metre cost of total length of barbed wire used. With G.I barbed wire. (16.17.1-AR294)",Mtr,1.00,16.17.1,,,,
296,4000708,"Fencing with angle iron post placed at required distance embedded in cement concrete blocks, every 15th post, last but one end post and corner post shall be strutted on both sides and end post on one side only and provided with horizontal lines and two diagonals interwoven with horizontal wires, of barbed wire 9.38 kg per 100 m (minimum) between the two posts fitted and fixed with GI staples, trun buckles etc. complete. (Costs of posts, struts, earth work and concrete work to be paid for separately :- Payment to be made per metre cost of total length of barbed wire used. With GI barbed wire (16.18.1-295)",Mtr,1.00,16.18.1,,,,
297,4000709,Supplying at site angle iron post and strut of required size including bottom to be split and bent at right angle in opposite direction for 10 cm length and drilling holes upto 10m dia etc. complete (16.19-AR296),Kg,1.00,16.19,,,,
298,4000710,"Cement concrete 1:2:4 (1 cement : 2 coarse sand : 4 graded stone aggregate 40 mm nominal size) in pavements, laid to required slope and chamber in panels as required including consolidation finishing and tamping complete. (16.42-AR297)",Cum,1.00,16.42,,,,
299,4000711,Providing and fixing in position premoulded joint filler in expansion joints (16.45-AR298),Per cm depth per cm width per mtr length,1.00,16.45,,,,
300,3014005,"Providing and fixing concertina coil fencing with punched tape concertina coil 600 mm dia 10 metre openable length (total length 90 m), having 50 nos rounds per 6 metre length, upto 3 m height of wall with existing angle iron 'Y' shaped placed 2.4 m or 3.00 m apart and with 9 horizontal R.B.T. reinforced barbed wire, stud tied withG.I. staples and G.I. clips to retain horizontal, including necessary bolts or G.I. barbed wire tied to angle iron, all complete as per direction of Engineer-in-charge, with reinforced barbed tape(R.B.T.) / Spring core (2.5mm thick) wire of high tensile strength of 165 kg/ sq.mmwith tape (0.52 mm thick) and weight 43.478 gm/ metre (cost of M.S.angle, C.C. blocks shall be paid separately). Based on (16.53-AR299)",m,1.00,16.53,,,,
301,,"Supplying and fixing Hot dipped Reinforced Punched Concertina Coil made of 0.5 mm thick and 19 mm wide tape and spring core wire of 2.59 mm dia of approved quality, dipped in PH2 oil to protect rusting of wire & tape. The coil will be of 760 mm dia when closed and 750 mm dia when spread to 6.0 m of length with 48 numbers of rounds (Eight rounds in one meter length) Streched and fixed between post with GI Staples/GI wire on existing MS Angle frame as specified complete as per direction of Engineer -in - Charge . (MS Structure steel, cement concrete, painting etc. if required, will be paid separately) Only Straight length between the posts shall be payable (Concertina wire and punched tap included). (Ref 16.53-AR299A)",M,1.00,16.53,,,,
302,4000637,"Supplying and fixing hot dipped Galvanized Reinforced punched tape made of 0.5 mm wide tape and spring core wire of 2.59 mm dia of approved quality dipped in PH2 oil to protect rusting of wire and tapes Stretched and fixed between post with GI Staples / GI wire in existing MS angle frame as specified complete as per direction of Engineer - in - Charge. (MS structure steel, Cement Conctrete, Pointing etc. if required, will be paid separately.) (16.53-AR300)",Mtr,1.00,16.53,,,,
303,4000734,"Providing and fixing water closet squatting pan ( Indian type W.C. pan ) with 100mm sand cast Iron P or S trap, 10 litre low level white P.V.C. flushing cistern, including flush pipe, with manually controlled device (handle lever) conforming to IS : 7231, with all fitting and fixtures complete, including cutting and making good the walls and floors wherever required: White Vitreous china Orissa pattern W.C. pan.of size 580x440 mm with integral type foot rests. (17.1.1-AR301)",Ea,1.00,17.1.1,,,,
304,4000735,"Providing and fixing white vitreous china pedestal type water closet (European type W.C. pan) with seat and lid, 10 litre low level white P.V.C. flushing cistern, including flush pipe with manually controlled device (handle lever), conforming to IS : 7231, with all fittings and fixtures complete including cutting and making good the walls and floors wherever required : W.C. pan with ISI marked white solid plastic seat and lid.(17.2.1-AR302)",Ea,1.00,17.2.1,,,,
305,4000736,"Providing and fixing white vitreous china pedestal type water closet (European type) with seat and lid, 10 litre low level white vitreous china flushing cistern and C.P flush bend with fittings & C.I. brackets, 40 mm flush bend, over",Ea,1.00,17.3.1,,,,
306,4000737,"Providing and fixing white vitreous china flat back or wall corner type lipped front urinal basin of 430x260x350 mm and 340x410x265 mm sizes respectively with automatic flushing cistern with standard flush pipe and C.P. brass spreaders with brass unions and GI clamps complete, including painting of fittings and brackets, cutting and making good the walls and floors wherever required: Range of two urinal basins with 5 litre white P.V.C.  automatic flushing cistern (17.4.2-AR304)",Ea,1.00,17.4.2,,,,
307,4000738,"Providing and fixing white vitreous china flat back half stall urinal of size 580x380x350 mm with white PVC automatic flushing cistern, with fittings, standard size C.P. brass flush pipe, spreaders with unions and clamps (all in C.P. brass) with waste fitting as per IS : 2556, C.I. trap with outlet grating and other couplings in C.P. brass, including painting of fittings and cutting and making good the walls and floors wherever required: Range of two half stall urinals with 5 litre PVC. automatic flushing cistern. (17.5.2-AR305)",Ea,1.00,17.5.2,,,,
308,3013743,"Providing and fixing white vitreous china flat back half stall urinal of size 580x380x350 mm with white PVC automatic flushing cistern, with fittings, standard size C.P. brass flush pipe, spreaders with unions and clamps (all in C.P. brass) with waste fitting as per IS : 2556, C.I. trap with outlet grating and other couplings in C.P. brass, including painting of fittings and cutting and making good the walls and floors wherever required : Single half stall urinal with 5 litre P.V.C. automatic flushing cistern. (17.5.1-AR306)",EA ,1.00,17.5.1,,,,
310,4000739,"Providing and fixing wash basin with C.I. brackets, 15 mm C.P. brass pillar taps, 32 mm C.P. brass waste of standard pattern,  including  painting of fittings and brackets, cutting and making good the walls wherever require : white vitreous china wash basin size 630x450 mm with single 15 mm C.P. brass pillar tap (17.7.2-AR308)",Ea,1.00,17.7.2,,,,
311,4000740,"Providing and fixing wash basin with C.I./ brackets, 15 mm C.P. brass pillar taps, 32 mm C.P. brass waste of standard pattern,  including  painting of fittings and brackets, cutting and making good the walls wherever require : white vitreous chaina Flat back wash basin size 550x400 mm with single 15 mm C.P. brass pillar tap (17.7.4-AR309)",Ea,1.00,17.7.4,,,,
313,3013610,"Providing and fixing Stainless Steel A ISI 304 (18/8) kitchen sink as perIS: 13983 with C.I. brackets and stainless steel plug 40 mm, includingpainting of fittings and brackets, cutting and making good the wallswherever required : Kitchen sink without drain board : 610x510 mm bowl depth 200 mm. (17.10.2.1-AR311)",EA (DSR 2012),1.00,17.10.2.1,,,,
314,3013744,"Providing and fixing Stainless Steel A ISI 304 (18/8) kitchen sink as per IS: 13983 with C.I. brackets and stainless steel plug 40 mm, including painting of fittings and brackets, cutting and making good the walls wherever required : Kitchen sink without drain board : 610x460 mm bowl depth 200 mm. (17.10.2.2-AR312)",EA,1.00,17.10.2.2,,,,
315,3013745,"Providing and fixing Stainless Steel A ISI 304 (18/8) kitchen sink as perIS: 13983 with C.I. brackets and stainless steel plug 40 mm, includingpainting of fittings and brackets, cutting and making good the wallswherever required : Kitchen sink with drain board : 510x1040 mm bowl depth 178 mm (17.10.1.4-AR313)",EA (DSR 2012),1.00,17.10.1.4,,,,
316,4000742,"Providing and fixing P.V.C. low level flushing cistern with manually controlled device (handle lever) conforming to IS : 7231, with all fittings and fixtures complete. 10 litre capacity - White. (17.18.1-AR314)",Ea,1.00,17.18.1,,,,
317,4000743,"Providing and fixing P.V.C. low level flushing cistern with manually controlled device (handle lever) conforming to IS : 7231, with all fittings complete. 10 litre (full flush) capacity - coloured. 17.18.2 (AR315)",Ea,1.00,17.18.2,,,,
318,3013746,Providing and fixing G.I inlet connection for flush pipe connecting with W.C pan. (17.22-AR316),EA (DSR 2012),1.00,17.22,,,,
319,4000744,Providing and fixing white vitreous china flat back or wall corner type lipped front urinal basin of  430x260x350 mm or 340x410x265 mm sizes respectively. (17.23-AR317),Ea,1.00,17.23,,,,
320,4000745,Providing and fixing white vitreous china wash basin including making all connections but excluding the cost of fittings: Flat back wash basin of size 630x450 mm. (17.25.1-AR318),Ea,1.00,17.25.1,,,,
321,4000746,Providing and fixing white vitreous china wash basin including making all connections but excluding the cost of fittings: Flat back wash basin of size 550x400 mm. (17.25.2-AR319),Ea,1.00,17.25.2,,,,
322,4000747,Providing and fixing P.V.C. waste pipe for sink or wash basin including P.V.C. waste fittings complete. Semi rigid pipe 32 mm dia (17.28.1.1-AR320),Ea,1.00,17.28.1.1,,,,
323,4000748,Providing and fixing P.V.C. waste pipe for sink or wash basin including P.V.C. waste fittings complete. flexible pipe 32 mm dia. (17.28.2.1-AR321),Ea,1.00,17.28.2.1,,,,
324,3013614,"Providing and fixing 600x120x5 mm glass shelf with edges round off,supported on anodised aluminium angle frame with C.P. brass brackets and guard rail complete fixed with 40 mm long screws, rawl plugs etc., complete. (17.33-AR322)",EA ,1.00,17.33,,,,
325,4000749,Providing and fixing toilet paper holder CP brass. (17.34.1-AR323),Ea,1.00,17.34.1,,,,
326,4000750,"Providing and fixing soil, waste and vent pipes : 100 mm dia SCI S&S pipe as per IS : 1729 (17.35.1.1-AR324)",Mtr,1.00,17.35.1.1,,,,
327,4000751,"Providing and fixing soil, waste and vent pipes : 75 mm dia SCI S&S pipe as per IS : 1729 (17.35.2.1-AR325)",Mtr,1.00,17.35.2.1,,,,
328,4000753,"Providing and filling the joints with spun yarn, cement slurry and cement mortar 1:2 (1 cement :2 fine sand) in S.C.I./ C.I. pipes 75 mm dia pipe (17.36.1-AR326)",Ea,1.00,17.36.1,,,,
329,4000752,Providing and filling the joints with spun yarn cement slurry and cement mortar 1:2 (1 cement :2 fine sand) in S.C.I./ C.I. pipes 100 mm dia pipe (17.36.2-AR327),Ea,1.00,17.36.2,,,,
330,4000720,Providing and fixing  M.S. holder-bat clamps of approved design to Sand Cast iron/cast iron (spun) pipe embedded in and including cement concrete blocks 10x10x10 cm of 1:2:4 mix (1 cement : 2 coarse sand : 4 graded stone aggregate 20 mm nominal size) including cost of cutting holes and making good the walls etc. for 100 mm dia pipe (17.37.1-AR328),Ea,1.00,17.37.1,,,,
331,4000721,Providing and fixing  M.S. holder-bat clamps of approved design to Sand Cast iron/cast iron (spun) pipe embedded in and including cement concrete blocks 10x10x10 cm of 1:2:4 mix (1 cement : 2 coarse sand : 4 graded stone aggregate 20 mm nominal size) including cost of cutting holes and making good the walls etc. for 75 mm dia pipe (17.37.2-AR329),Ea,1.00,17.37.2,,,,
332,4000754,"Providing and fixing bend of required degree with access door, insertion rubber washer 3 mm thick, bolts and nuts complete. 100 mm dia SCI S&S as per IS : 1729 -(17.38.1.1-AR30)",Ea,1.00,17.38.1.1,,,,
333,4000755,"Providing and fixing bend of required degree with access door, insertion rubber washer 3 mm thick, bolts and nuts complete. 75 mm dia SCI S&S as per IS : 1729 - (17.38.2.1-AR31)",Ea,1.00,17.38.2.1,,,,
334,4000756,Providing and fixing plain bend of required degree. 100 mm dia Sand Cast Iron S&S as per IS : 1729 - (17.39.1.1-AR32),Ea,1.00,17.39.1.1,,,,
335,4000757,Providing and fixing plain bend of required degree. 75 mm dia Sand Cast Iron S&S as per IS : 1729 - (17.39.2.1-AR333),Ea,1.00,17.39.2.1,,,,
336,4000758,"Providing and fixing double equal junction of required degree with access door, insertion rubber washer 3 mm thick, bolts and nuts complete. 100x100x100x100 mm SCI S&S as per IS : 1729. - (17.41.1.1-AR334)",Ea,1.00,17.41.1.1,,,,
337,4000759,"Providing and fixing double equal junction of required degree with access door, insertion rubber washer 3 mm thick, bolts and nuts complete. 75x75x75x75 mm SCI S&S as per IS : 1729. - (17.41.2.1-AR335)",Ea,1.00,17.41.2.1,,,,
338,4000760,"Providing and fixing single equal plain junction of required degree with access door, insertion rubber washer 3 mm thick, bolts and nuts complete.100x100x100 mm. Sand Cast Iron S&S as per IS- 1729 - (17.43.1.1-AR336)",Ea,1.00,17.43.1.1,,,,
339,4000761,"Providing and fixing single equal plain junction of required degree with access door, insertion rubber washer 3 mm thick, bolts and nuts complete. 75x75x75 mm. Sand Cast Iron S&S as per IS- 1729 - (17.43.2.1-AR337)",Ea,1.00,17.43.2.1,,,,
340,4000762,"Providing and fixing single equal plain invert branch of required degree: 100x100x100 mm SCI S&S as per IS : 1729, (17.50.1.1-AR338)",Ea,1.00,17.50.1.1,,,,
341,4000763,"Providing and fixing single equal plain invert branch of required degree: 75x75x75 mm SCI S&S as per IS : 1729, (17.52.2.1-AR39)",Ea,1.00,17.52.2.1,,,,
342,4000764,"Providing and fixing terminal guard: 100 mm SCI S&S as per IS : 1729, (17.56.1.1-AR340)",Ea,1.00,17.56.1.1,,,,
343,4000765,"Providing and fixing collar: 100 mm SCI S&S as per IS : 1729, (17.57.1.1-AR341)",Ea,1.00,17.57.1.1,,,,
344,4000766,"Providing and fixing collar: 75 mm SCI S&S as per IS : 1729., (17.57.2.1-AR342)",EA,1.00,17.57.2.1,,,,
345,4000767,Providing lead caulked joints to sand cast iron/centrifugally cast (spun) iron pipes and fittings of diameter: 100 mm. (17.58.1-AR343),EA,1.00,17.58.1,,,,
346,4000768,"Providing lead caulked joints to sand cast iron/centrifugally cast (spun) iron pipes and fittings of diameter: 75 mm., (17.58.2-AR344)",EA,1.00,17.58.2,,,,
347,4000769,"Providing and fixing trap of self cleansing design with screwed down or hinged grating with or without vent arm complete, including cost of cutting and making good the walls and floors : 100 mm inlet and 100 mm outlet SCI S&S as per IS : 1729. (17.60.1.2-AR345)",EA,1.00,17.60.1.2,,,,
348,4000770,"Providing and fixing trap of self cleansing design with screwed down or hinged grating with or without vent arm complete, including cost of cutting and making good the walls and floors : 100 mm inlet and 75 mm outlet SCI S&S as per IS : 1729., (17.60.2.2-AR346)",EA,1.00,17.60.2.2,,,,
349,3013747,"Providing and fixing PTMT Bottle Trap for Wash Basin and sink Bottle trap 31mm single piece moulded with height of 270mm ,effective length of tail pipe of 260mm from the center of the waste coupling 77mm breath with 25mm minimum water seal weight not less than 260 gram., (17.70.1-AR347)",EA (DSR 2012),1.00,17.70.1,,,,
350,3013748,"Providing and fixing PTMT Bottle Trap for Wash basin and sink. : Bottle trap 38mm single piece moulded with height of 270mm, effective length of tail pipe 260mm from the centre of the waste coupling 77mm breadth with 25mm minimum water seal, weighing not less than 263gms., (17.70.2-AR348)",EA,1.00,17.70.2,,,,
351,3013749,"Providing and fixing PTMT liquid soap container 109 mm wide, 125 mmhigh and 112 mm distance from wall of standard shape with bracket ofthe same materials with snap fittings of approved quality and colour,weighing not less than 105 gms., (17.71-AR349)",EA ,1.00,17.71,,,,
353,3013750,"Providing and fixing PTMT towel ring trapezoidal shape 215mm long, 200mm wide with a minimum distances of 37mm from wall face with concealed fittings arrangement of approved quality and colour. Weighing not less than 88 gms. (AR351) (17.72)",EA,1.00,17.72,,,,
359,3013751," Providing and fixing Chlorinated Polyvinyl Chloride (CPVC) pipes, having thermal stability for hot & cold water supply, including all CPVC plain & brass threaded fittings, including fixing the pipe with clamps at 1.00 m spacing. This includes jointing of pipes & fittings with one step CPVC solvent cement and testing of joints complete as per direction of Engineer in Charge.Internal work - Exposed on wall : 15 mm nominal outer dia Pipes, (18.7.1-AR357)",M ,1.00,18.7.1,,,,
360,3013595," Providing and fixing Chlorinated Polyvinyl Chloride (CPVC) pipes, having thermal stability for hot & cold water supply, including all CPVC plain & brass threaded fittings, including fixing the pipe with clamps at 1.00 m spacing. This includes jointing of pipes & fittings with one step CPVC solvent cement and testing of joints complete as per direction of Engineer in Charge.Internal work - Exposed on wall : 20 mm nominal outer dia Pipes., (18.7.2-AR358)",M ,1.00,18.7.2,,,,
361,3013596," Providing and fixing Chlorinated Polyvinyl Chloride (CPVC) pipes, having thermal stability for hot & cold water supply, including all CPVC plain & brass threaded fittings, including fixing the pipe with clamps at 1.00 m spacing. This includes jointing of pipes & fittings with one step CPVC solvent cement and testing of joints complete as per direction of Engineer in Charge.Internal work - Exposed on wall : 25 mm nominal outer dia Pipes., (18.7.3-AR359)",M ,1.00,18.7.3,,,,
362,3014002,"Providing and fixing Chlorinated Polyvinyl Chloride (CPVC) pipes, having thermal stability for hot & cold water supply, including all CPVC plain & brass threaded fittings, i/c fixing the pipe with clamps at 1.00 m spacing. This includes jointing of pipes & fittings with one step CPVC solvent cement and the cost of cutting chases and making good the same including testing of joints complete as per direction of Engineer in Charge. Concealed work, including cutting chases and making good the walls : 15 mm nominal outer dia Pipes., (18.8.1-AR360)",M,1.00,18.8.1,,,,
363,3013753,"Providing and fixing Chlorinated Polyvinyl Chloride (CPVC) pipes, having thermal stability for hot & cold water supply, including all CPVC plain & brass threaded fittings, i/c fixing the pipe with clamps at 1.00 m spacing. This includes jointing of pipes & fittings with one step CPVC solvent cement and the cost of cutting chases and making good the same including testing of joints complete as per direction of Engineer in Charge. Concealed work, including cutting chases and making good the walls : 20 mm nominal outer dia Pipes., (18.8.2-AR361)",M ,1.00,18.8.2,,,,
364,3013681,"Providing and fixing Chlorinated Polyvinyl Chloride (CPVC) pipes, having thermal stability for hot & cold water supply, including all CPVC plain & brass threaded fittings, i/c fixing the pipe with clamps at 1.00 m spacing. This includes jointing of pipes & fittings with one step CPVC solvent cement and the cost of cutting chases and making good the same including testing of joints complete as per direction of Engineer in Charge. Concealed work, including cutting chases and making good the walls : 25 mm nominal outer dia Pipes., (18.8.3-AR362)",M ,1.00,18.8.3,,,,
365,4000796,"Providing and fixing G.I. pipes complete with G.I. fittings and clamps,including cutting and making good the walls etc. Internal work exposed on wall, 15 mm dia Nominal Bore., (18.10.1-AR363)",M,1.00,18.10.1,,,,
366,4000797,"Providing and fixing G.I. pipes complete with G.I. fittings and clamps,including cutting and making good the walls etc. Internal work exposed on wall, 20 mm dia Nominal Bore, (18.10.2-AR364)",M,1.00,18.10.2,,,,
367,4000798,"Providing and fixing G.I. pipes complete with G.I. fittings and clamps,including cutting and making good the walls etc. Internal work exposed on wall, 25 mm dia Nominal Bore, (18.10.3-AR365)",M,1.00,18.10.3,,,,
368,4000799,"Providing and fixing G.I. pipes complete with G.I. fittings and clamps,including making good the walls etc. Concealed pipe, including painting with anti corrosive bitumastic paint, cutting chases and making good the wall: 15 mm dia Nominal Bore, (18.11.1-AR366)",M,1.00,18.11.1,,,,
